;year;selling_price;km_driven;seats;mileage;max_power;torque_nm;torque_rpm;engine;fuel_Diesel;fuel_LPG;fuel_Petrol;seller_type_Individual;seller_type_Trustmark Dealer;transmission_Manual;owner_Fourth & Above Owner;owner_Second Owner;owner_Test Drive Car;owner_Third Owner;brand_mte
2853;2015;13.217675375388819;10.596659732783579;5.0;28.09;88.5;200.0;1750.0;1248;1;0;0;1;0;1;0;0;0;1;12.526128596447805
2854;2017;13.122365377402328;10.165890277802454;5.0;19.34;76.0;104.0;4000.0;1198;0;0;1;1;0;0;0;0;0;0;12.99395588711247
2855;2011;12.100717685412471;11.695255355062795;8.0;13.0;95.0;220.0;2000.0;2489;1;0;0;1;0;1;0;1;0;0;13.07373697833067
2856;2017;12.793862088206213;10.275085591132715;6.0;18.15;82.0;115.0;3550.0;1198;0;0;1;1;0;1;0;0;0;0;13.279756093850885
2857;2014;12.899222326086994;11.695255355062795;5.0;19.1;85.8;114.0;4000.0;1197;0;0;1;1;0;1;0;0;0;0;12.564499293458798
2858;2009;11.695255355062795;11.156264806643742;5.0;13.2;94.0;122.50000000000001;3500.0;1495;0;0;1;1;0;1;0;1;0;0;12.948423950945344
2859;2016;13.547632419997361;11.51293546492023;5.0;24.3;88.5;200.0;1750.0;1248;1;0;0;1;0;1;0;1;0;0;12.558041759287558
2860;2016;13.732128949025222;11.409241321193345;5.0;24.3;88.5;200.0;1750.0;1248;1;0;0;1;0;1;0;0;0;0;12.550042282627388
2861;2018;13.500801182986649;11.407576060361786;5.0;23.59;67.05;170.0;2100.0;1364;1;0;0;1;0;1;0;0;0;0;13.4955819390471
2862;2016;12.676079399771027;11.695255355062795;5.0;22.95;74.0;190.0;2375.0;1248;1;0;0;1;0;1;0;0;0;0;12.327675844124993
2863;2015;13.02805489573287;11.407576060361786;5.0;25.8;98.6;200.0;1750.0;1498;1;0;0;1;0;1;0;1;0;0;13.089939267084821
2864;2015;12.765691290604371;10.819798284210286;5.0;20.63;67.0;104.0;4000.0;1198;0;0;1;1;0;1;0;0;0;0;12.720997145807406
2865;2016;13.142166004700508;11.608244735642321;7.0;18.49;100.0;240.0;2200.0;1493;1;0;0;1;0;1;0;0;0;0;13.069716835446147
2866;2011;12.07254696717504;11.358619773129229;5.0;17.0;70.0;132.3;2500.0;1405;1;0;0;1;0;1;0;1;0;0;12.355866283677704
2867;2013;12.691583538230217;12.08954444723597;9.0;15.96;63.0;180.0;1470.0;2523;1;0;0;1;0;1;0;0;0;0;13.139522010887218
2868;2011;11.695255355062795;11.156264806643742;5.0;15.2;65.0;104.86;2600.0;1193;0;0;1;1;0;1;0;1;0;0;12.474572621101682
2869;2014;12.611541086966115;10.308985993422082;5.0;20.36;78.9;111.8;4000.0;1197;0;0;1;1;0;1;0;1;0;0;12.909363994341016
2870;2015;13.122365377402328;11.51293546492023;5.0;26.0;98.6;200.0;1750.0;1498;1;0;0;1;0;1;0;0;0;0;13.057875676720187
2871;2016;13.239258908233676;10.14013945387513;5.0;21.4;83.1;115.0;4000.0;1197;0;0;1;1;0;1;0;0;0;0;12.601514832000316
2872;2014;12.429220196836383;9.210440366976517;5.0;21.1;55.2;74.5;4000.0;814;0;0;1;1;0;1;0;0;0;0;12.733866367840182
2873;2017;13.091904169919621;10.463131911491967;5.0;20.65;88.7;190.0;2375.0;1248;1;0;0;1;0;1;0;0;0;0;12.537697058902348
2874;2013;12.54254845357358;10.463131911491967;5.0;20.36;78.9;111.8;4000.0;1197;0;0;1;1;0;1;0;1;0;0;12.940762450507052
2875;2015;13.255146239950099;11.127277689932466;7.0;20.77;88.76;200.0;1750.0;1248;1;0;0;1;0;1;0;1;0;0;12.69110483803477
2876;2013;12.899222326086994;10.596659732783579;5.0;18.6;85.8;114.0;4000.0;1197;0;0;1;1;0;1;0;0;0;0;12.579143535280249
2877;2015;12.59473402514672;11.695255355062795;5.0;19.09;69.01;135.0;2500.0;1405;1;0;0;1;0;1;0;1;0;0;12.51008948866992
2878;2006;12.25486757159303;11.695255355062795;6.0;13.1;149.5;124.46000000000001;2700.0;1493;1;0;0;1;0;1;0;0;0;0;13.319971148258318
2879;2011;12.429220196836383;10.12667110305036;5.0;15.6;70.0;102.0;4000.0;1196;0;0;1;1;0;1;0;0;0;0;12.91816442192576
2880;2015;13.321215875492413;10.596659732783579;7.0;15.96;62.1;195.0;1800.0;2523;1;0;0;1;0;1;0;1;0;0;13.310826516341388
2881;2012;12.07254696717504;11.002116507732017;5.0;22.3;74.0;190.0;2375.0;1248;1;0;0;1;0;1;0;0;0;0;12.412179933733169
2882;2011;12.230765258120545;11.156264806643742;5.0;20.0;68.0;160.0;2000.0;1399;1;0;0;1;0;1;0;1;0;0;12.93592919430007
2883;2013;13.527829818844937;11.289794413577894;7.0;15.1;140.0;330.0;2200.0;2179;1;0;0;1;0;1;0;1;0;0;13.125797586754492
2884;2017;13.286183160425152;10.62699418560542;5.0;26.59;74.0;190.0;2000.0;1248;1;0;0;0;0;1;0;0;0;0;12.615971657948833
2885;2005;12.644330802262578;12.206077645517674;8.0;12.8;102.0;199.92;2400.0;2494;1;0;0;1;0;1;0;1;0;0;13.349016894619778
2886;2016;13.005831808336863;11.050905878263567;9.0;15.3;83.8;250.0;1500.0;2956;1;0;0;0;0;1;0;0;0;0;12.419988385633175
2887;2015;13.005831808336863;11.034905792929415;7.0;21.0;74.96;210.0;1900.0;1498;1;0;0;0;0;1;0;0;0;0;13.247188303715971
2888;2012;13.017005083966255;11.130800836219972;7.0;13.93;138.1;320.0;2200.0;2956;1;0;0;0;0;1;0;0;0;0;12.563380960091921
2889;2008;13.017005083966255;11.264476926102367;7.0;15.4;120.0;280.0;2300.0;1997;1;0;0;0;0;1;0;0;0;0;13.33429457619003
2890;2017;13.171155446333852;10.545367754151743;5.0;17.0;121.3;114.7;4000.0;1197;1;0;0;0;0;1;0;1;0;0;12.728834015631593
2891;2010;12.206077645517674;10.463131911491967;5.0;18.9;67.1;90.0;3500.0;998;0;0;1;0;0;1;0;0;0;0;12.618817359903163
2892;2018;13.322853874813605;9.105090961257085;5.0;19.1;85.8;114.0;4000.0;1197;0;0;1;0;0;1;0;0;0;0;12.647003524886102
2893;2016;13.617059619240436;10.571342565808699;5.0;19.67;126.2;259.9;2325.0;1582;1;0;0;0;0;1;0;0;0;0;12.856647269757005
2894;2016;13.623139877437296;10.571342565808699;5.0;21.38;88.7;219.7;2125.0;1396;1;0;0;0;0;1;0;0;0;0;12.741536498323699
2895;2015;13.303018546545275;11.436605818096815;5.0;21.7;98.96;215.0;2125.0;1498;1;0;0;0;0;1;0;0;0;0;12.88166796542738
2896;2018;13.102162710901053;10.239995502805316;5.0;16.1;85.0;113.0;4500.0;1197;0;0;1;0;0;1;0;0;0;0;12.565339487600818
2897;2020;13.122365377402328;10.596659732783579;5.0;17.57;88.7;140.0;2750.0;1193;0;0;1;1;0;1;0;0;0;0;12.419532597632921
2898;2017;13.910821646859095;11.393635043778904;7.0;16.0;140.0;330.0;2200.0;2179;1;0;0;0;0;1;0;0;0;0;13.075677836111046
2899;2019;13.42246945133505;8.853808274977197;5.0;19.4;94.93;120.0;4250.0;1194;0;0;1;1;0;1;0;0;0;0;12.880833412513159
2900;2018;14.115615891155079;10.596659732783579;7.0;16.0;138.0;330.0;2200.0;2179;1;0;0;1;0;1;0;0;0;0;13.077628574670001
2901;2018;13.25339339419516;9.90353755128617;5.0;18.9;81.86;113.75;4000.0;1197;0;0;1;1;0;1;0;0;0;0;12.954077662724682
2902;2017;13.02805489573287;10.819798284210286;5.0;24.0;73.97;190.24;2000.0;1186;1;0;0;1;0;1;0;0;0;0;12.880659325370798
2903;2013;12.013706813470414;10.714439990727769;5.0;21.1;55.2;74.5;4000.0;814;0;0;1;1;0;1;0;1;0;0;12.765675636842559
2904;2016;13.73755009757506;9.99884318585288;5.0;17.8;117.3;145.0;4600.0;1497;0;0;1;1;0;1;0;0;0;0;13.219871455716781
2905;2014;12.278397958261774;11.51293546492023;5.0;25.0;69.01;140.0;2400.0;1396;1;0;0;1;0;1;0;1;0;0;12.493948856517905
2906;2016;13.060490101343552;10.073272520325904;5.0;20.4;81.8;113.0;4200.0;1197;0;0;1;1;0;1;0;0;0;0;12.706100741481853
2907;2016;13.060490101343552;10.073272520325904;5.0;20.4;81.8;113.0;4200.0;1197;0;0;1;1;0;1;0;0;0;0;12.760717755203185
2908;2017;13.384729180332174;11.002116507732017;5.0;28.09;88.5;200.0;1750.0;1248;1;0;0;1;0;1;0;0;0;0;12.569564464190599
2909;2017;13.710151153416941;10.819798284210286;5.0;20.37;108.45;240.0;1750.0;1461;1;0;0;1;0;1;0;0;0;0;12.825774599904738
2910;2011;12.691583538230217;10.883466444093015;5.0;18.4;46.3;114.0;4000.0;1197;0;0;1;0;0;1;0;0;0;0;13.011583731821371
2911;2009;12.154784614286667;11.51293546492023;5.0;17.8;67.0;160.0;2000.0;1399;1;0;0;1;0;1;0;1;0;0;12.893047349547697
2912;2017;13.480039220276565;11.002116507732017;5.0;21.19;88.73;219.66;2125.0;1396;1;0;0;1;0;1;0;0;0;0;12.74665865913369
2913;2013;12.337100907936577;11.002116507732017;5.0;25.0;69.01;140.0;2400.0;1396;1;0;0;1;0;1;0;1;0;0;12.421434622850171
2914;2015;12.206077645517674;10.596659732783579;5.0;25.44;56.3;142.5;1750.0;936;1;0;0;1;0;1;0;0;0;0;12.27155689423477
2915;2017;12.899222326086994;11.608244735642321;5.0;26.6;58.16;77.0;3500.0;998;0;0;0;1;0;1;0;0;0;0;12.536118072056622
2916;2016;13.493928313146206;11.608244735642321;7.0;24.52;88.5;200.0;1750.0;1248;1;0;0;1;0;1;0;0;0;0;12.64200908453239
2917;2014;12.611541086966115;11.289794413577894;5.0;20.0;68.05;160.0;2000.0;1399;1;0;0;1;0;1;0;0;0;0;12.905849940037907
2918;2016;13.956142556513372;11.149096419938578;8.0;12.99;100.6;200.0;2400.0;2494;1;0;0;1;0;1;0;1;0;0;13.575812186898851
2919;2014;12.323860125621126;10.404293143019792;5.0;20.63;67.0;104.0;4000.0;1198;0;0;1;1;0;1;0;0;0;0;12.673447309695668
2920;2016;12.847929163278053;11.289794413577894;5.0;19.81;68.05;99.04;4500.0;1086;0;0;1;1;0;1;0;0;0;0;12.883586829135774
2921;2019;13.353476685668044;8.517393171418904;5.0;18.6;81.86;117.0;4000.0;1197;0;0;1;1;0;1;0;0;0;0;12.858734180334476
2922;2014;12.768544351446794;10.12667110305036;5.0;20.36;78.9;111.7;4000.0;1197;0;0;1;1;0;1;0;0;0;0;12.886790805737652
2923;2012;12.201065128819632;10.819798284210286;5.0;20.86;75.0;180.0;2000.0;1199;1;0;0;1;0;1;0;1;0;0;13.110503141435055
2924;2017;13.652992804936396;10.819798284210286;7.0;17.6;147.94;320.0;2250.0;2179;1;0;0;1;0;1;0;0;0;0;12.383823592066188
2925;2010;11.561725152903833;11.695255355062795;5.0;18.0;75.0;190.0;1750.0;1248;1;0;0;1;0;1;0;1;0;0;12.39741102208098
2926;2010;12.611541086966115;11.695255355062795;5.0;18.8;90.0;200.0;2375.0;1248;1;0;0;1;0;1;0;0;0;1;12.506379291052035
2927;2016;13.76421831620775;11.289794413577894;7.0;12.99;100.6;200.0;2400.0;2494;1;0;0;1;0;1;0;0;0;0;13.434825683272026
2928;2015;12.971542813248437;11.608244735642321;7.0;18.49;100.0;240.0;2200.0;1493;1;0;0;1;0;1;0;1;0;0;13.18726112991989
2929;2016;14.557448378884015;11.289794413577894;7.0;10.91;197.0;470.0;2125.0;3198;1;0;0;1;0;0;0;0;0;0;12.801679459443005
2930;2018;13.199326270390594;10.308985993422082;5.0;24.0;73.97;190.24;2000.0;1186;1;0;0;1;0;1;0;0;0;0;12.84076653612668
2931;2012;12.07254696717504;11.002116507732017;5.0;17.8;63.0;96.04000000000002;3000.0;1086;0;1;0;1;0;1;0;1;0;0;12.762889975374092
2932;2018;13.955273369904273;10.691967639914864;5.0;17.01;126.2;259.9;2325.0;1582;1;0;0;1;0;0;0;0;0;0;12.933888786391957
2933;2020;12.765691290604371;8.517393171418904;5.0;22.05;47.3;69.0;3500.0;796;0;0;1;1;0;1;0;0;0;0;12.757329719423328
2934;2019;13.444448325847754;9.798182590890704;5.0;18.6;81.86;114.73;4000.0;1197;0;0;1;1;0;1;0;0;0;0;12.73699779218925
2935;2015;13.190023895035274;11.289794413577894;5.0;22.54;88.73;219.7;2125.0;1396;1;0;0;1;0;1;0;0;0;0;12.81952601945203
2936;2016;13.500801182986649;11.51293546492023;5.0;24.3;88.5;200.0;1750.0;1248;1;0;0;1;0;1;0;0;0;0;12.71045457958145
2937;2016;12.54254845357358;9.852246888342531;5.0;21.1;55.2;74.5;4000.0;814;0;0;1;1;0;1;0;0;0;0;12.756363312392063
2938;2019;13.384729180332174;10.404293143019792;5.0;21.21;81.8;113.0;4200.0;1197;0;0;1;1;0;0;0;0;0;0;12.605968341088678
2939;2012;13.161586013632684;11.995357787034976;7.0;12.8;102.0;199.92;2400.0;2494;1;0;0;1;0;1;1;0;0;0;13.341929186337733
2940;2020;12.793862088206213;11.082157933374816;5.0;20.14;81.86;113.75;4000.0;1197;0;0;1;1;0;1;0;1;0;0;12.71830608576504
2941;2011;12.429220196836383;12.04355959836804;5.0;19.3;73.9;190.0;2000.0;1248;1;0;0;1;0;1;0;0;0;0;12.766935323310667
2942;2017;13.26212705890841;10.596659732783579;5.0;21.66;108.62;250.0;2250.0;1498;1;0;0;1;0;1;0;0;0;0;13.098764231649724
2943;2012;12.04355959836804;11.695255355062795;5.0;19.09;69.0;135.0;2500.0;1396;1;0;0;1;0;1;0;0;0;1;12.48359751236108
2944;2017;13.47442911525415;10.87806606028079;5.0;24.3;88.5;200.0;1750.0;1248;1;0;0;1;0;1;0;0;0;0;12.695453465173298
2945;2013;12.429220196836383;11.407576060361786;5.0;18.9;67.1;90.0;3500.0;998;0;0;1;1;0;1;0;0;0;0;12.637191182952707
2946;2017;13.42246945133505;10.463131911491967;5.0;26.59;74.0;190.0;2000.0;1248;1;0;0;1;0;1;0;0;0;0;12.642017317302342
2947;2016;12.691583538230217;10.819798284210286;5.0;20.51;67.04;90.0;3500.0;998;0;0;1;1;0;1;0;0;0;0;12.70255508587192
2948;2016;12.429220196836383;9.90353755128617;5.0;22.74;47.3;69.0;3500.0;796;0;0;1;1;0;1;0;0;0;0;12.618393409098557
2949;2019;13.51440681653079;10.545367754151743;5.0;28.4;74.0;190.0;2000.0;1248;1;0;0;1;0;0;0;0;0;0;12.650830326114187
2950;2017;14.375126917328105;11.19822841866684;5.0;12.0;187.4;226.0;4400.0;2354;0;0;1;0;0;0;0;0;0;0;13.157920337647527
2951;2017;13.592368256649284;10.24177956093926;5.0;28.09;88.5;200.0;1750.0;1248;1;0;0;0;0;1;0;0;0;0;12.714401234184905
2952;2017;14.417091092943783;10.968215530759236;5.0;12.0;187.4;226.0;4400.0;2354;0;0;1;0;0;0;0;0;0;0;13.08650800789899
2953;2017;14.07402202531625;10.968215530759236;7.0;17.6;153.86;400.0;2125.0;2179;1;0;0;0;0;0;0;0;0;0;12.365370814179007
2954;2014;12.959846800844963;11.141876276228;5.0;19.87;83.8;200.0;1750.0;1461;1;0;0;0;0;1;0;0;0;0;12.859284428069921
2955;2016;15.224055772517731;11.156264806643742;7.0;12.0;224.0;510.0;2200.0;2987;1;0;0;0;0;0;0;0;0;0;14.492439390589904
2956;2015;13.721200977393528;10.596659732783579;5.0;17.6;126.2;259.87;2250.0;1582;1;0;0;0;0;0;0;0;0;0;12.840731772568866
2957;2011;12.691583538230217;11.863589378812122;7.0;15.96;62.1;195.0;1800.0;2523;1;0;0;1;0;1;0;0;0;0;13.083735852199403
2958;2016;13.122365377402328;10.040986065721762;5.0;20.4;81.8;113.0;4200.0;1197;0;0;1;1;0;1;0;0;0;0;12.679949633468562
2959;2013;12.611541086966115;10.308985993422082;5.0;20.36;78.9;111.8;4000.0;1197;0;0;1;1;0;1;0;1;0;0;12.798984191977704
2960;2016;12.506180941677357;8.945462952177666;5.0;21.1;55.2;74.5;4000.0;814;0;0;1;1;0;1;0;0;0;0;12.78862790792739
2961;2010;11.982935344196433;10.509441521393695;5.0;19.7;46.3;62.0;3000.0;796;0;0;1;1;0;1;0;0;0;0;12.679013343190586
2962;2016;12.25486757159303;11.002116507732017;8.0;16.8;34.2;59.0;2500.0;796;0;0;1;1;0;1;0;0;0;0;12.563968769434945
2963;2014;13.652992804936396;11.695255355062795;7.0;15.1;140.0;330.0;2200.0;2179;1;0;0;1;0;1;0;0;0;0;13.12762799807099
2964;2014;13.68767832281738;11.695255355062795;7.0;15.1;140.0;330.0;2200.0;2179;1;0;0;1;0;1;0;0;0;0;13.144103484887307
2965;2010;11.918397239722838;10.571342565808699;5.0;16.9;64.9;84.28;3500.0;1061;0;0;1;1;0;1;0;0;0;0;12.658388741194337
2966;2015;13.560619598657233;10.714439990727769;7.0;18.49;100.0;230.0;1875.0;1493;1;0;0;1;0;0;0;0;0;0;13.237362651160849
2967;2009;11.982935344196433;11.156264806643742;5.0;19.7;46.3;62.0;3000.0;796;0;0;1;1;0;1;0;0;0;1;12.76326727764325
2968;2012;12.301387370778713;11.51293546492023;5.0;20.0;68.0;160.0;2000.0;1399;1;0;0;1;0;1;0;1;0;0;12.972939538549303
2969;2017;13.415034483903348;10.778977123006351;5.0;22.54;88.73;219.7;2125.0;1396;1;0;0;1;0;1;0;0;0;0;12.849006911278485
2970;2018;13.567050480716235;10.463131911491967;5.0;22.54;88.73;219.7;2125.0;1396;1;0;0;1;0;1;0;0;0;0;12.900579408760244
2971;2017;13.151924121391561;10.043292972227004;5.0;21.4;83.1;115.0;4000.0;1197;0;0;1;1;0;1;0;0;0;0;12.662417406989036
2972;2017;13.592368256649284;9.546884034617925;5.0;22.54;88.73;219.7;2125.0;1396;1;0;0;1;0;1;0;0;0;0;12.864611367134637
2973;2014;13.652992804936396;11.002116507732017;7.0;15.1;140.0;330.0;2200.0;2179;1;0;0;1;0;1;0;0;0;0;13.161809820248706
2974;2013;12.206077645517674;11.002116507732017;5.0;21.1;55.2;74.5;4000.0;814;0;0;1;1;0;1;0;1;0;0;12.909369899631598
2975;2008;11.849404844423074;11.918397239722838;5.0;19.4;70.0;155.0;2200.0;1422;1;0;0;1;0;1;0;0;0;1;13.095586622130547
2976;2016;13.592368256649284;11.289794413577894;5.0;17.01;121.3;154.9;4200.0;1591;0;0;1;1;0;0;0;1;0;0;12.901069489881687
2977;2013;12.429220196836383;10.463131911491967;5.0;20.92;67.1;90.0;3500.0;998;0;0;1;1;0;1;0;0;0;0;12.771769547227859
2978;2017;13.592368256649284;10.703266939811954;5.0;25.1;88.5;200.0;1750.0;1248;1;0;0;1;0;1;0;0;0;0;12.710397666516599
2979;2015;13.304686600863562;11.002116507732017;5.0;26.21;88.5;200.0;1750.0;1248;1;0;0;1;0;1;0;0;0;1;12.764356573882571
2980;2012;12.429220196836383;11.695255355062795;5.0;21.8;78.0;240.0;2000.0;1461;1;0;0;1;0;1;0;0;0;1;12.976031817123735
2981;2016;13.122365377402328;11.289794413577894;5.0;25.8;98.6;200.0;1750.0;1498;1;0;0;1;0;1;0;1;0;0;13.116975834668224
2982;2019;13.527829818844937;9.200391041122515;8.0;11.96;80.0;103.0;4500.0;1298;0;0;1;1;0;1;0;0;0;0;12.646979292450427
2983;2014;13.384729180332174;11.127277689932466;5.0;22.9;74.0;190.0;2000.0;1248;1;0;0;1;0;1;0;0;0;0;12.592062297451731
2984;2012;12.765691290604371;10.596659732783579;5.0;18.5;116.3;190.0;2375.0;1086;0;0;1;1;0;1;0;0;0;1;13.37938032179887
2985;2016;13.76421831620775;11.002116507732017;7.0;21.9;98.6;200.0;1750.0;1498;1;0;0;1;0;1;0;0;0;0;13.192287389457492
2986;2015;13.270785106659046;11.608244735642321;10.0;13.58;72.4;171.0;1800.0;2499;1;0;0;1;0;1;0;1;0;0;12.268750118970658
2987;2019;13.369225017834633;9.210440366976517;5.0;18.9;81.86;113.75;4000.0;1197;0;0;1;1;0;1;0;0;0;0;12.839297757827998
2988;2014;13.592368256649284;11.289794413577894;8.0;11.79;120.0;290.0;2300.0;2179;1;0;0;1;0;0;0;0;0;0;13.133441961946918
2989;2011;12.757082940769225;10.308985993422082;5.0;19.0;66.1;90.0;3500.0;998;0;0;1;1;0;1;0;0;0;0;12.64655932369594
2990;2014;13.815511557963774;11.695255355062795;7.0;15.1;140.0;330.0;2200.0;2179;1;0;0;1;0;1;0;0;0;1;13.182881693742793
2991;2016;12.611541086966115;10.463131911491967;5.0;21.1;55.2;74.5;4000.0;814;0;0;1;1;0;1;0;0;0;0;12.703728690141729
2992;2017;13.108266481420335;10.596659732783579;5.0;20.3;84.0;114.0;3500.0;1199;0;0;1;1;0;1;0;0;0;0;12.396649139333004
2993;2014;12.821260987319457;11.002116507732017;5.0;18.9;82.0;114.0;4000.0;1197;0;0;1;1;0;1;0;0;0;0;12.879432514690963
2994;2008;12.429220196836383;11.407576060361786;5.0;19.3;73.9;190.0;2000.0;1248;1;0;0;1;0;1;1;0;0;0;12.745632009975505
2995;2017;12.611541086966115;9.90353755128617;5.0;22.5;67.0;91.0;4250.0;999;0;0;1;1;0;1;0;0;0;0;12.64210602635224
2996;2017;13.017005083966255;10.596659732783579;5.0;24.04;67.0;91.0;4250.0;999;0;0;1;1;0;0;0;0;0;0;12.860140307778114
2997;2010;12.128116509451258;11.73059003403618;5.0;20.0;68.0;160.0;2000.0;1399;1;0;0;0;0;1;0;1;0;0;13.021039505541395
2998;2019;14.018452218287162;8.786456678344;5.0;20.0;115.0;300.0;2000.0;1497;1;0;0;1;0;1;0;0;0;0;13.29854023949365
2999;2015;13.815511557963774;10.819798284210286;8.0;12.99;100.6;200.0;2400.0;2494;1;0;0;1;0;1;0;0;0;0;13.58722086332547
3000;2016;13.304686600863562;9.210440366976517;5.0;18.6;81.83;114.7;4000.0;1197;0;0;1;1;0;1;0;0;0;0;12.872462442065183
3001;2018;13.910821646859095;10.819798284210286;7.0;15.1;152.87;360.0;2275.0;2179;1;0;0;1;0;1;0;0;0;0;13.10851452017368
3002;2015;12.793862088206213;10.308985993422082;5.0;18.9;81.86;113.75;4000.0;1197;0;0;1;1;0;1;0;1;0;0;12.806609069674758
3003;2012;12.560247968016562;11.141876276228;5.0;17.5;85.8;114.0;4000.0;1298;0;0;1;1;0;1;0;0;0;0;12.652405538357097
3004;2016;12.765691290604371;10.811766273800105;6.0;25.32;77.0;190.0;2000.0;1198;1;0;0;1;0;1;0;1;0;0;13.243904977206595
3005;2008;11.775297421715827;10.308985993422082;5.0;19.81;68.05;99.04;4500.0;1086;0;0;1;1;0;1;0;1;0;0;12.80465906567591
3006;2016;13.122365377402328;12.19602736016897;8.0;18.2;73.74;172.5;1750.0;1248;1;0;0;1;0;1;0;0;0;0;12.23423982180599
3007;2010;12.765691290604371;11.289794413577894;5.0;17.0;80.0;111.72000000000001;4000.0;1197;0;0;1;1;0;1;0;0;0;0;12.802632057254506
3008;2019;13.437175577097312;9.852246888342531;5.0;21.4;83.1;115.0;4000.0;1197;0;0;1;1;0;0;0;0;0;0;12.609369714623927
3009;2020;12.896719202134523;8.517393171418904;5.0;21.94;61.7;85.0;3000.0;1196;0;0;0;1;0;1;0;0;0;0;12.627088886561161
3010;2017;13.171155446333852;9.210440366976517;5.0;18.9;81.86;113.75;4000.0;1197;0;0;1;1;0;1;0;0;0;0;12.843261371426044
3011;2017;13.547632419997361;10.596659732783579;7.0;17.5;91.1;130.0;4000.0;1373;0;0;1;1;0;1;0;0;0;0;12.605934555810316
3012;2012;13.017005083966255;11.48247656671073;5.0;22.9;74.0;190.0;2000.0;1248;1;0;0;1;0;1;0;0;0;1;12.575681551628788
3013;1999;11.264476926102367;11.289794413577894;4.0;16.1;37.0;59.0;2500.0;796;1;0;0;1;0;1;0;0;0;1;12.509329403989653
3014;2014;12.873904582205107;10.308985993422082;5.0;19.69;67.04;104.0;4000.0;1198;0;0;1;1;0;1;0;0;0;0;12.981669317284918
3015;2017;13.753636218075409;11.695255355062795;7.0;24.52;88.5;200.0;1750.0;1248;1;0;0;1;0;1;0;0;0;0;12.707131063478325
3016;2013;13.384729180332174;11.695255355062795;5.0;19.01;108.45;248.0;2250.0;1461;1;0;0;1;0;1;0;1;0;0;12.929676722563364
3017;2012;12.676079399771027;11.5520981000447;5.0;20.0;68.0;160.0;2000.0;1399;1;0;0;1;0;1;1;0;0;0;12.904430413431493
3018;2003;11.884495917930655;11.156264806643742;5.0;13.4;125.0;157.78000000000003;4200.0;1794;0;0;1;1;0;1;0;1;0;0;13.359572714703198
3019;2017;13.415034483903348;11.156264806643742;5.0;25.83;99.0;215.0;2375.0;1498;1;0;0;1;0;1;0;0;0;0;12.960272710888184
3020;2011;12.765691290604371;11.652696102959753;5.0;21.5;88.8;200.0;1750.0;1248;1;0;0;1;0;1;1;0;0;0;12.582521166629292
3021;2012;12.560247968016562;12.08954444723597;5.0;22.3;74.0;190.0;2375.0;1248;1;0;0;1;0;1;0;1;0;0;12.48485822005326
3022;2011;12.611541086966115;10.596659732783579;5.0;19.0;67.1;90.0;3500.0;998;0;0;1;1;0;1;0;0;0;1;12.641267791797837
3023;2011;12.611541086966115;11.289794413577894;5.0;20.0;68.0;160.0;2000.0;1399;1;0;0;1;0;1;0;0;0;0;12.878511575345437
3024;2009;13.60479076121576;11.49273296168228;7.0;12.07;241.4;550.0;2250.0;2967;1;0;0;1;0;0;1;0;0;0;14.554496903094455
3025;2009;11.407576060361786;11.678448377988165;5.0;16.8;62.0;122.50000000000001;2500.0;1405;1;0;0;1;0;1;0;1;0;0;12.525728779649805
3026;2004;11.51293546492023;11.51293546492023;5.0;19.7;46.3;62.0;3000.0;796;0;0;1;1;0;1;0;1;0;0;12.570218210410513
3027;2009;11.407576060361786;11.695255355062795;5.0;17.88;52.8;85.0;2500.0;1396;1;0;0;1;0;1;0;1;0;0;12.345377338538238
3028;2013;13.038981768465277;11.695255355062795;5.0;13.5;115.0;277.5;1950.0;2609;1;0;0;1;0;1;0;1;0;0;13.245175087606384
3029;2009;13.171155446333852;12.28765724080691;8.0;12.8;102.0;199.92;2400.0;2494;1;0;0;1;0;1;1;0;0;0;13.496856888463126
3030;2011;12.429220196836383;11.082157933374816;5.0;18.9;67.1;90.0;3500.0;998;0;0;1;1;0;1;0;1;0;0;12.677687657466553
3031;2012;12.611541086966115;10.62135173563291;5.0;20.36;78.9;111.8;4000.0;1197;0;0;1;1;0;1;0;1;0;0;12.879319631225176
3032;2005;11.775297421715827;11.695255355062795;5.0;16.1;88.2;112.7;4500.0;1298;0;0;1;1;0;1;0;1;0;0;12.618328555515838
3033;2011;12.201065128819632;11.156264806643742;5.0;20.92;67.1;90.0;3500.0;998;0;0;1;1;0;1;0;0;0;1;12.619762408589697
3034;2012;13.208542908506082;11.407576060361786;5.0;20.46;83.8;200.0;1900.0;1461;1;0;0;1;0;1;0;1;0;0;13.053918679465351
3035;2014;13.25339339419516;11.289794413577894;7.0;20.77;88.8;200.0;1750.0;1248;1;0;0;1;0;1;0;1;0;0;12.522457676401974
3036;2006;11.918397239722838;11.695255355062795;5.0;16.9;100.0;132.3;4800.0;1497;0;0;1;1;0;1;0;1;0;0;13.017761602270266
3037;2009;11.652687407345388;11.51293546492023;5.0;19.7;46.3;62.0;3000.0;796;0;0;1;1;0;1;0;0;0;0;12.66256954996405
3038;2018;13.017005083966255;10.463131911491967;5.0;20.3;84.0;114.0;3500.0;1199;0;0;1;1;0;1;0;0;0;0;12.572473572068445
3039;2019;13.304686600863562;8.517393171418904;7.0;20.0;72.0;96.0;3500.0;999;0;0;1;1;0;1;0;0;0;0;12.958120169592773
