Id;MSSubClass;OverallQual;OverallCond;MasVnrArea;BsmtFinSF1;BsmtFinSF2;BsmtUnfSF;TotalBsmtSF;2ndFlrSF;LowQualFinSF;GrLivArea;BsmtFullBath;BsmtHalfBath;FullBath;HalfBath;BedroomAbvGr;GarageCars;WoodDeckSF;OpenPorchSF;EnclosedPorch;3SsnPorch;ScreenPorch;PoolArea;MiscVal;AgeConstruction;AgeLastRenovation;Neighborhood;Condition1;Condition2;HouseStyle;RoofStyle;RoofMatl;Exterior1st;Exterior2nd;Foundation;BsmtFinType1;BsmtFinType2;Heating;Functional;GarageType;SaleType;SaleCondition;SalePrice;MSZoning_FV;MSZoning_RH;MSZoning_RL;MSZoning_RM;Street_Pave;LotShape_IR2;LotShape_IR3;LotShape_Reg;LandContour_HLS;LandContour_Low;LandContour_Lvl;LotConfig_CulDSac;LotConfig_FR2;LotConfig_FR3;LotConfig_Inside;LandSlope_Mod;LandSlope_Sev;BldgType_2fmCon;BldgType_Duplex;BldgType_Twnhs;BldgType_TwnhsE;ExterQual_Fa;ExterQual_Gd;ExterQual_TA;ExterCond_Fa;ExterCond_Gd;ExterCond_Po;ExterCond_TA;BsmtQual_Fa;BsmtQual_Gd;BsmtQual_TA;BsmtCond_Gd;BsmtCond_Po;BsmtCond_TA;BsmtExposure_Gd;BsmtExposure_Mn;BsmtExposure_No;HeatingQC_Fa;HeatingQC_Gd;HeatingQC_Po;HeatingQC_TA;CentralAir_Y;Electrical_FuseF;Electrical_FuseP;Electrical_Mix;Electrical_SBrkr;KitchenQual_Fa;KitchenQual_Gd;KitchenQual_TA;GarageFinish_RFn;GarageFinish_Unf;GarageQual_Fa;GarageQual_Gd;GarageQual_Po;GarageQual_TA;GarageCond_Fa;GarageCond_Gd;GarageCond_Po;GarageCond_TA;PavedDrive_P;PavedDrive_Y
1184;30;5;6;0.0;821.0;0.0;299.0;1120.0;0;0;1130;1.0;0.0;1;0;2;2.0;229;0;0;0;0;0;0;86;56;128225.30088495575;184495.49206349207;181169.40553633217;175985.4779614325;218876.93356643355;179803.6792189679;162990.0;155905.15384615384;132291.07534246575;146889.24812030076;182511.3508500773;182021.19537815126;183429.14705882352;134091.16279069768;173401.8366219416;175202.21953255427;120000.0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1
1185;20;5;4;226.0;1159.0;0.0;413.0;1572.0;0;0;1572;1.0;0.0;1;1;3;3.0;0;263;0;0;263;0;0;44;44;242247.44736842104;184495.49206349207;181169.40553633217;175985.4779614325;218876.93356643355;179803.6792189679;149422.17727272728;149803.17289719626;149805.714511041;146889.24812030076;182511.3508500773;182021.19537815126;183429.14705882352;151283.33333333334;173401.8366219416;175202.21953255427;186700.0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1
1186;50;5;7;0.0;392.0;0.0;392.0;784.0;272;0;1221;1.0;0.0;1;0;4;1.0;0;0;236;0;0;0;0;82;56;128219.7;184495.49206349207;181169.40553633217;143116.74025974027;171483.95617879054;179803.6792189679;107385.55;114060.55;132291.07534246575;149493.6554054054;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;104900.0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1
1187;190;3;5;0.0;440.0;0.0;538.0;978.0;685;0;1699;1.0;0.0;2;0;3;2.0;0;74;0;0;0;0;0;109;39;128225.30088495575;135091.66666666666;106500.0;210051.76404494382;171483.95617879054;179803.6792189679;163077.45045045044;167661.5652173913;149805.714511041;149493.6554054054;182511.3508500773;182021.19537815126;183429.14705882352;109962.11111111111;173401.8366219416;146526.62376237623;95000.0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;0;1
1188;20;8;5;0.0;1456.0;0.0;168.0;1624.0;0;0;1624;1.0;0.0;2;0;2;3.0;0;114;192;0;0;0;0;12;11;335295.31707317074;184495.49206349207;181169.40553633217;175985.4779614325;171483.95617879054;179803.6792189679;262000.0;252070.0;225230.44204018547;235413.72009569377;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;262000.0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1
1189;60;7;5;95.0;0.0;0.0;831.0;831.0;829;0;1660;0.0;0.0;2;1;3;2.0;144;68;0;0;0;0;0;7;7;197965.77333333335;184495.49206349207;181169.40553633217;210051.76404494382;171483.95617879054;179803.6792189679;213732.90097087377;214432.46031746033;225230.44204018547;165519.28265524626;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;195000.0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1
1190;60;7;5;0.0;0.0;0.0;994.0;994.0;776;0;1804;0.0;0.0;2;1;3;2.0;140;60;0;0;0;0;0;11;11;192854.50632911394;184495.49206349207;181169.40553633217;210051.76404494382;171483.95617879054;179803.6792189679;213732.90097087377;214432.46031746033;225230.44204018547;165519.28265524626;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;189000.0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1
1191;190;4;4;149.0;1159.0;0.0;90.0;1249.0;0;0;1622;1.0;0.0;1;0;3;4.0;439;0;0;0;0;0;0;46;32;156270.1224489796;184495.49206349207;181169.40553633217;175985.4779614325;171483.95617879054;179803.6792189679;149422.17727272728;149803.17289719626;149805.714511041;149493.6554054054;182511.3508500773;182021.19537815126;183429.14705882352;151283.33333333334;173401.8366219416;175202.21953255427;168000.0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1
1192;160;8;5;456.0;0.0;0.0;776.0;776.0;677;0;1441;0.0;0.0;2;1;2;2.0;206;0;0;0;0;0;0;8;7;225379.83720930232;184495.49206349207;181169.40553633217;210051.76404494382;171483.95617879054;179803.6792189679;149422.17727272728;149803.17289719626;225230.44204018547;165519.28265524626;182511.3508500773;182021.19537815126;183429.14705882352;134091.16279069768;173401.8366219416;175202.21953255427;174000.0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;1
1193;50;5;8;0.0;0.0;0.0;702.0;702.0;630;0;1472;0.0;0.0;1;0;3;1.0;0;0;84;0;0;0;0;82;13;128225.30088495575;184495.49206349207;181169.40553633217;143116.74025974027;148909.0909090909;179803.6792189679;213732.90097087377;214432.46031746033;225230.44204018547;165519.28265524626;182511.3508500773;182021.19537815126;183429.14705882352;134091.16279069768;173401.8366219416;175202.21953255427;125000.0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;1;1;0;0;0;1;0
1194;120;6;5;425.0;883.0;0.0;341.0;1224.0;0;0;1224;1.0;0.0;2;0;2;2.0;0;304;0;0;0;0;0;10;10;156270.1224489796;184495.49206349207;181169.40553633217;175985.4779614325;218876.93356643355;179803.6792189679;213732.90097087377;214432.46031746033;225230.44204018547;235413.72009569377;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;165000.0;0;0;0;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1
1195;60;6;7;143.0;371.0;0.0;292.0;663.0;689;0;1352;0.0;0.0;1;1;4;1.0;379;36;0;0;0;0;0;41;41;136793.13513513515;184495.49206349207;181169.40553633217;210051.76404494382;171483.95617879054;179803.6792189679;163077.45045045044;167661.5652173913;149805.714511041;161573.06818181818;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;158000.0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1
1196;60;6;5;0.0;0.0;0.0;728.0;728.0;728;0;1456;0.0;0.0;2;1;3;2.0;100;24;0;0;0;0;0;3;3;192854.50632911394;184495.49206349207;181169.40553633217;210051.76404494382;171483.95617879054;179803.6792189679;213732.90097087377;214432.46031746033;225230.44204018547;165519.28265524626;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;176000.0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1
1197;60;7;5;0.0;0.0;0.0;879.0;879.0;984;0;1863;0.0;0.0;2;1;4;3.0;100;17;0;0;0;0;0;0;0;192854.50632911394;184495.49206349207;181169.40553633217;210051.76404494382;171483.95617879054;179803.6792189679;213732.90097087377;214432.46031746033;225230.44204018547;165519.28265524626;182511.3508500773;182021.19537815126;183429.14705882352;254751.73863636365;274945.41803278687;272291.752;219210.0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1
1198;75;7;6;0.0;0.0;0.0;815.0;815.0;875;0;1690;0.0;0.0;1;0;3;1.0;0;0;330;0;0;0;0;90;56;128225.30088495575;184495.49206349207;181169.40553633217;157354.54545454544;171483.95617879054;179803.6792189679;149422.17727272728;149803.17289719626;132291.07534246575;165519.28265524626;182511.3508500773;182021.19537815126;183429.14705882352;134091.16279069768;143700.0;175202.21953255427;144000.0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1
1199;20;7;5;0.0;0.0;0.0;1212.0;1212.0;0;0;1212;0.0;0.0;2;0;3;2.0;356;0;0;0;0;0;0;8;8;197965.77333333335;184495.49206349207;181169.40553633217;175985.4779614325;171483.95617879054;179803.6792189679;213732.90097087377;214432.46031746033;225230.44204018547;165519.28265524626;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;178000.0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1
1200;20;4;5;51.0;547.0;0.0;504.0;1051.0;0;0;1382;0.0;0.0;1;1;3;2.0;0;82;0;0;0;0;0;43;27;136793.13513513515;184495.49206349207;181169.40553633217;175985.4779614325;171483.95617879054;179803.6792189679;163077.45045045044;167661.5652173913;149805.714511041;146889.24812030076;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;148000.0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1
1201;20;4;5;0.0;0.0;0.0;864.0;864.0;0;0;864;0.0;0.0;1;0;3;1.0;0;0;0;0;0;0;0;36;36;145847.08;184495.49206349207;181169.40553633217;175985.4779614325;171483.95617879054;179803.6792189679;149422.17727272728;149803.17289719626;149805.714511041;165519.28265524626;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;119850.0;146526.62376237623;116050.0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1
1202;60;7;5;0.0;0.0;0.0;866.0;866.0;913;0;1779;0.0;0.0;2;1;3;2.0;198;36;0;0;0;0;0;11;11;197965.77333333335;184495.49206349207;181169.40553633217;210051.76404494382;171483.95617879054;179803.6792189679;213732.90097087377;214432.46031746033;225230.44204018547;165519.28265524626;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;197900.0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1
1203;50;5;8;0.0;0.0;0.0;884.0;884.0;464;0;1348;1.0;0.0;1;0;3;1.0;0;0;208;0;0;0;0;84;12;124834.05172413793;184495.49206349207;181169.40553633217;143116.74025974027;171483.95617879054;179803.6792189679;149841.64563106795;148386.0659898477;132291.07534246575;165519.28265524626;182511.3508500773;182021.19537815126;183429.14705882352;134091.16279069768;173401.8366219416;175202.21953255427;117000.0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0
1204;20;7;5;171.0;0.0;0.0;1630.0;1630.0;0;0;1630;0.0;0.0;2;0;3;2.0;74;234;0;0;0;0;0;9;8;197965.77333333335;184495.49206349207;181169.40553633217;175985.4779614325;171483.95617879054;179803.6792189679;213732.90097087377;214432.46031746033;225230.44204018547;165519.28265524626;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;213000.0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;1
1205;20;5;6;0.0;788.0;0.0;268.0;1056.0;0;0;1074;1.0;0.0;1;1;3;2.0;0;88;0;0;0;0;0;31;31;189050.0684931507;184495.49206349207;181169.40553633217;175985.4779614325;171483.95617879054;179803.6792189679;163077.45045045044;167661.5652173913;149805.714511041;161573.06818181818;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;153500.0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1
1206;20;7;7;234.0;485.0;177.0;1496.0;2158.0;0;0;2196;0.0;0.0;2;0;3;3.0;84;70;0;0;0;0;0;19;18;186555.7966101695;184495.49206349207;181169.40553633217;175985.4779614325;218876.93356643355;179803.6792189679;163077.45045045044;167661.5652173913;149805.714511041;161573.06818181818;151101.0;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;271900.0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1
1207;20;4;4;0.0;1056.0;0.0;0.0;1056.0;0;0;1056;1.0;0.0;1;0;2;1.0;0;42;0;0;0;0;0;40;40;186555.7966101695;184495.49206349207;181169.40553633217;175985.4779614325;171483.95617879054;179803.6792189679;163077.45045045044;167661.5652173913;149805.714511041;146889.24812030076;182511.3508500773;182021.19537815126;183429.14705882352;134091.16279069768;173401.8366219416;175202.21953255427;107000.0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1
1208;20;6;5;120.0;340.0;0.0;1342.0;1682.0;0;0;1700;1.0;0.0;2;0;3;2.0;192;23;0;0;0;0;0;3;3;197965.77333333335;184495.49206349207;181169.40553633217;175985.4779614325;171483.95617879054;179803.6792189679;213732.90097087377;214432.46031746033;225230.44204018547;235413.72009569377;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;200000.0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1
1209;20;5;7;0.0;504.0;108.0;319.0;931.0;0;0;1283;1.0;0.0;1;0;3;2.0;0;0;0;0;0;0;0;46;28;145847.08;184495.49206349207;181169.40553633217;175985.4779614325;171483.95617879054;179803.6792189679;149422.17727272728;149803.17289719626;149805.714511041;146889.24812030076;151101.0;182021.19537815126;183429.14705882352;134091.16279069768;173401.8366219416;175202.21953255427;140000.0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1
1210;20;8;5;420.0;1220.0;0.0;440.0;1660.0;0;0;1660;1.0;0.0;2;0;3;2.0;322;50;0;0;0;0;0;0;0;225379.83720930232;212400.0;181169.40553633217;175985.4779614325;218876.93356643355;179803.6792189679;213732.90097087377;214432.46031746033;225230.44204018547;235413.72009569377;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;274945.41803278687;272291.752;290000.0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1
1211;60;6;5;0.0;0.0;0.0;1055.0;1055.0;790;0;1845;0.0;0.0;2;1;3;2.0;635;104;0;0;0;0;400;18;18;186555.7966101695;184495.49206349207;181169.40553633217;210051.76404494382;171483.95617879054;179803.6792189679;149841.64563106795;148386.0659898477;225230.44204018547;165519.28265524626;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;189000.0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1
1212;50;8;7;0.0;427.0;0.0;132.0;559.0;672;0;1752;0.0;0.0;2;0;4;2.0;325;12;0;0;0;0;0;22;5;192854.50632911394;184495.49206349207;181169.40553633217;143116.74025974027;171483.95617879054;179803.6792189679;149841.64563106795;148386.0659898477;185666.66666666666;235413.72009569377;182511.3508500773;182021.19537815126;183429.14705882352;160570.68421052632;173401.8366219416;175202.21953255427;164000.0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1
1213;30;4;6;0.0;344.0;0.0;328.0;672.0;0;0;672;1.0;0.0;1;0;2;1.0;0;113;0;0;0;0;0;68;59;128219.7;184495.49206349207;181169.40553633217;175985.4779614325;218876.93356643355;179803.6792189679;149422.17727272728;149803.17289719626;149805.714511041;146889.24812030076;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;113000.0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0
1214;80;4;9;0.0;648.0;0.0;0.0;648.0;0;0;960;1.0;1.0;0;0;0;1.0;88;0;0;0;0;0;0;41;5;136793.13513513515;184495.49206349207;181169.40553633217;166703.38461538462;171483.95617879054;179803.6792189679;213732.90097087377;214432.46031746033;149805.714511041;235413.72009569377;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;145000.0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1
1215;85;5;5;0.0;784.0;0.0;141.0;925.0;0;0;999;1.0;0.0;1;0;3;1.0;150;72;0;0;0;0;0;44;44;145847.08;184495.49206349207;181169.40553633217;135074.48648648648;171483.95617879054;179803.6792189679;149422.17727272728;149803.17289719626;149805.714511041;149493.6554054054;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;134500.0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1
1216;20;5;5;0.0;180.0;374.0;340.0;894.0;0;0;894;0.0;0.0;1;0;3;1.0;0;0;0;0;0;0;0;41;41;136793.13513513515;184495.49206349207;181169.40553633217;175985.4779614325;171483.95617879054;179803.6792189679;213732.90097087377;214432.46031746033;149805.714511041;146889.24812030076;164364.13043478262;182021.19537815126;183429.14705882352;134091.16279069768;173401.8366219416;175202.21953255427;125000.0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1
1217;90;6;5;0.0;0.0;0.0;0.0;0.0;584;0;1902;0.0;0.0;2;0;4;2.0;0;0;0;0;0;0;0;32;32;136793.13513513515;138400.0;181169.40553633217;143116.74025974027;171483.95617879054;179803.6792189679;213732.90097087377;214432.46031746033;107365.625;165519.28265524626;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;112000.0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1
1218;20;8;5;72.0;936.0;0.0;364.0;1300.0;0;0;1314;1.0;0.0;2;0;3;2.0;135;112;0;0;0;0;0;0;0;225379.83720930232;184495.49206349207;181169.40553633217;175985.4779614325;171483.95617879054;179803.6792189679;231690.65573770492;230093.83333333334;225230.44204018547;235413.72009569377;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;274945.41803278687;272291.752;229456.0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1
1219;50;4;5;0.0;0.0;0.0;0.0;0.0;240;0;912;0.0;0.0;1;0;2;0.0;0;0;0;0;0;0;0;59;56;124834.05172413793;184495.49206349207;181169.40553633217;143116.74025974027;171483.95617879054;179803.6792189679;107385.55;114060.55;107365.625;165519.28265524626;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;80500.0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0
1220;160;6;5;236.0;0.0;0.0;672.0;672.0;546;0;1218;0.0;0.0;1;1;3;0.0;201;0;0;0;0;0;0;35;35;104493.75;184495.49206349207;181169.40553633217;210051.76404494382;171483.95617879054;179803.6792189679;231690.65573770492;230093.83333333334;149805.714511041;165519.28265524626;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;146526.62376237623;91500.0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0
1221;20;5;5;0.0;312.0;600.0;0.0;912.0;0;0;912;0.0;0.0;1;0;2;1.0;0;0;0;0;0;0;0;42;42;145847.08;184495.49206349207;181169.40553633217;175985.4779614325;171483.95617879054;179803.6792189679;149841.64563106795;148386.0659898477;149805.714511041;146889.24812030076;164364.13043478262;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;146526.62376237623;115000.0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1
1222;20;5;5;0.0;250.0;492.0;210.0;952.0;0;0;1211;0.0;0.0;1;0;3;1.0;0;63;0;0;0;0;0;40;40;136793.13513513515;142475.4814814815;181169.40553633217;175985.4779614325;218876.93356643355;179803.6792189679;163077.45045045044;167661.5652173913;149805.714511041;149493.6554054054;164364.13043478262;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;134000.0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1
1223;50;6;6;320.0;196.0;0.0;844.0;1040.0;678;0;1846;0.0;0.0;2;0;3;1.0;0;0;0;0;0;0;0;58;57;145847.08;135091.66666666666;181169.40553633217;143116.74025974027;171483.95617879054;179803.6792189679;149841.64563106795;148386.0659898477;149805.714511041;146889.24812030076;182511.3508500773;182021.19537815126;183429.14705882352;194411.47318611987;173401.8366219416;175202.21953255427;143000.0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1
