Id;MSSubClass;OverallQual;OverallCond;MasVnrArea;BsmtFinSF1;BsmtFinSF2;BsmtUnfSF;TotalBsmtSF;2ndFlrSF;LowQualFinSF;GrLivArea;BsmtFullBath;BsmtHalfBath;FullBath;HalfBath;BedroomAbvGr;GarageCars;WoodDeckSF;OpenPorchSF;EnclosedPorch;3SsnPorch;ScreenPorch;PoolArea;MiscVal;AgeConstruction;AgeLastRenovation;LotShape;LandSlope;ExterQual;ExterCond;BsmtQual;BsmtCond;BsmtExposure;BsmtFinType1;BsmtFinType2;HeatingQC;Electrical;KitchenQual;Functional;FireplaceQu;GarageFinish;GarageQual;GarageCond;PavedDrive;SalePrice;MSZoning_FV;MSZoning_RH;MSZoning_RL;MSZoning_RM;LandContour_HLS;LandContour_Low;LandContour_Lvl;LotConfig_CulDSac;LotConfig_FR2;LotConfig_FR3;LotConfig_Inside;Neighborhood_mean_encoded;Condition1_mean_encoded;Condition2_mean_encoded;BldgType_2fmCon;BldgType_Duplex;BldgType_Twnhs;BldgType_TwnhsE;HouseStyle_mean_encoded;RoofStyle_mean_encoded;RoofMatl_mean_encoded;Exterior1st_mean_encoded;Exterior2nd_mean_encoded;MasVnrType_BrkFace;MasVnrType_Stone;Foundation_mean_encoded;Heating_mean_encoded;CentralAir_Y;GarageType_mean_encoded;SaleType_mean_encoded;SaleCondition_mean_encoded
1520;20;5;5;150.0;856.0;162.0;125.0;1143.0;0;0;1143;1.0;0.0;1;0;3;1.0;0;0;0;0;0;0;0;51;51;2;2;3;3;3;3;1;4;3;3;5.0;3;7.0;0;2;3;3;2;;0;0;1;0;0;0;1;0;0;0;1;147560.97460827365;184090.21819812022;181650.87046307826;0;0;0;0;176472.4055436768;216817.33684492033;178784.3335856064;150480.54956007132;151082.62640843957;1;0;149035.6807461011;181787.10018458375;1;195974.87669665558;171776.2459094011;174150.68999332268
1521;20;5;5;91.0;936.0;0.0;270.0;1206.0;0;0;1206;0.0;0.0;1;0;3;1.0;0;21;0;0;0;0;0;51;51;2;2;3;3;3;3;1;3;1;2;5.0;3;7.0;0;2;3;3;2;;0;0;1;0;0;0;1;0;0;0;1;146667.41086241257;184317.8579981932;179751.2101797156;0;0;0;0;175094.48889047373;218343.53243924788;178747.2880560371;147116.72093755688;146810.1760194582;1;0;151400.39956596284;181765.20034055627;1;193501.92664956505;172686.97272590562;173452.8108951321
1522;20;6;5;432.0;734.0;0.0;510.0;1244.0;0;0;1580;1.0;0.0;1;1;3;2.0;0;28;0;0;160;0;0;51;51;3;2;3;3;3;3;1;3;1;5;5.0;3;7.0;4;1;3;3;2;;0;0;1;0;0;0;1;0;0;0;1;146572.52187901584;185754.75916858434;182013.15563303386;0;0;0;0;177161.85028145032;173073.7772846528;180362.6784684959;149198.41196264426;147185.3007323092;0;1;149457.86254185942;183319.4499502729;1;196479.84830419868;173568.74101806438;175809.92796270526
1523;50;4;5;0.0;0.0;0.0;832.0;832.0;505;0;1337;0.0;0.0;1;0;3;1.0;0;0;0;0;0;0;0;54;54;3;2;3;3;3;3;1;1;1;3;4.0;3;7.0;0;1;3;3;2;;0;0;1;0;0;0;1;0;0;0;1;144837.74191411815;184799.60548251632;180020.81363376311;0;0;0;0;143230.30073895692;171733.89162715923;177888.74143794828;146540.89346303823;146736.39928647014;1;0;150231.37035306633;180808.1681091896;1;193404.81998672383;172342.7626085368;174269.13496974934
1524;20;5;7;0.0;339.0;0.0;525.0;864.0;0;0;1064;0.0;1.0;1;0;2;1.0;0;0;0;0;0;0;0;58;58;3;2;3;3;3;3;1;4;1;3;5.0;2;7.0;0;1;3;3;2;;0;0;1;0;0;0;1;0;0;0;1;145866.3299420698;183962.06923462663;180923.33330430381;0;0;0;0;177412.2663310965;171125.25999505963;178962.01783833254;149545.2433790706;162254.8707374584;1;0;151874.94173426068;181024.1105115506;1;132623.53952027805;172122.30147494606;175374.94113344897
1525;20;5;6;0.0;648.0;0.0;324.0;972.0;0;0;972;0.0;0.0;1;0;3;1.0;0;0;205;0;0;0;0;55;55;3;2;3;4;3;3;1;3;1;3;5.0;3;7.0;0;1;3;3;2;;0;0;1;0;0;0;1;0;0;0;0;145751.27605226095;183646.85135263714;179179.22625221746;0;0;0;0;176035.58023375884;172895.87020358245;181136.66233100885;152878.087502853;153111.5853072059;1;0;151233.6600991114;182960.6761429346;1;195833.22253542932;173952.9591903804;175727.69407151703
1526;190;5;5;0.0;532.0;0.0;456.0;988.0;0;0;988;1.0;0.0;1;0;2;1.0;0;0;0;0;0;0;0;52;52;3;2;3;3;3;3;3;3;1;3;5.0;3;7.0;0;1;3;3;2;;0;0;1;0;0;0;1;0;0;0;1;146786.5628548973;185046.93414235028;181236.10942470987;1;0;0;0;176471.1814002262;170243.036541899;178726.56557965596;152000.2224629052;151557.14631657096;1;0;149492.2042536822;180306.57645309914;1;192692.93458647156;173676.6546988403;145183.25898915765
1527;30;4;7;0.0;0.0;0.0;576.0;576.0;0;0;985;0.0;1.0;1;0;2;2.0;0;0;0;0;0;0;0;90;16;3;2;3;3;3;3;1;1;1;4;5.0;3;7.0;0;1;3;3;0;;0;0;1;0;0;0;1;0;0;0;0;144189.92990492837;183675.2017572945;180745.3584734699;0;0;0;0;174727.05069070362;172796.6718564301;179214.50822006512;150014.5274843546;148855.98107269278;1;0;134349.91290047774;181075.78938555234;1;133747.68862919902;173049.7253029393;174154.37431751276
1528;50;6;8;0.0;481.0;174.0;161.0;816.0;408;0;1224;1.0;0.0;1;0;3;1.0;414;0;0;0;0;0;0;62;6;3;2;3;3;3;3;1;5;3;3;5.0;3;7.0;0;1;3;3;2;;0;0;1;0;0;0;1;0;0;0;1;145939.6311496084;132640.32728518572;180650.7117459657;0;0;0;0;144210.68371435057;172640.41713123812;178347.2237261316;158528.22708190614;156161.69193927423;1;0;150491.2338819161;181173.6472181126;1;133219.14988800528;171400.94120148354;175965.77648830865
1529;20;5;6;0.0;588.0;350.0;237.0;1175.0;0;0;1175;0.0;0.0;1;1;3;2.0;0;0;0;0;0;0;0;50;50;2;2;3;3;3;3;1;3;2;5;5.0;3;7.0;0;2;3;3;2;;0;0;1;0;0;0;1;0;0;0;0;147086.57778911752;183714.05968997895;181558.07376938587;0;0;0;0;176615.85582717933;172034.70194424607;181088.11499793796;191213.52407022667;148717.0729593918;1;0;151270.024900406;181941.8653012461;1;133227.43173537185;174206.00797810144;173264.87349492018
1530;20;6;7;218.0;717.0;263.0;415.0;1395.0;0;0;1395;1.0;0.0;1;0;2;2.0;657;0;113;0;240;0;0;47;26;3;1;3;3;3;3;4;4;2;3;5.0;3;6.0;3;2;3;3;2;;0;0;1;0;0;0;1;0;0;0;1;146177.57059371122;182481.89963762084;181752.58623818553;0;0;0;0;176152.85924622932;219888.9324274054;180714.05656434872;151192.16898694128;147969.17871896207;1;0;151225.17038611887;181232.3102457862;1;193360.3424544329;173392.3476610389;175872.38888999252
1531;50;4;5;771.0;48.0;0.0;661.0;709.0;687;0;1844;1.0;0.0;1;0;3;1.0;84;0;0;0;0;0;0;110;56;3;2;3;3;3;3;1;5;1;3;5.0;3;5.0;4;1;3;3;2;;0;0;0;1;0;0;1;0;0;0;0;128787.41173779212;183713.58438342254;180584.1843283949;0;0;0;0;141245.96093681626;216987.5208173666;178824.03522524107;151466.11187229017;147282.69686739967;1;0;224973.62240274705;181878.0604061179;1;160256.7850339539;144718.11132030026;147541.57756283143
1532;30;5;7;0.0;579.0;0.0;357.0;936.0;0;0;936;1.0;0.0;1;0;2;0.0;51;0;135;0;0;0;0;90;60;3;2;3;3;3;3;1;4;1;3;5.0;3;7.0;4;0;0;0;1;;0;0;0;1;0;0;1;0;0;0;1;128885.15443346852;135767.43364422428;181001.31702042153;0;0;0;0;174385.74934722457;170282.04244499374;178520.15476368117;149187.77507503924;147355.64830800987;1;0;226057.26993363514;180570.00867762926;1;194841.77209721803;173561.1067208947;174368.45193995035
1533;20;5;7;0.0;274.0;1073.0;0.0;1347.0;0;0;1347;1.0;1.0;1;0;3;2.0;0;0;0;0;0;0;0;53;53;3;1;3;3;3;3;2;4;3;4;5.0;4;7.0;0;1;3;3;2;;0;0;0;1;0;0;0;0;0;0;1;123350.89622509641;183983.37372878316;182601.11480768296;0;0;0;0;177904.93420722938;223232.32179532156;181719.72372285684;147897.87261547867;150756.796048014;1;0;150414.86965813098;183510.32095332036;1;132032.46742139597;172926.8201589011;176957.0271197112
1534;45;6;7;0.0;0.0;0.0;827.0;827.0;424;0;1251;0.0;0.0;1;0;3;1.0;0;0;0;0;0;0;0;72;10;3;2;3;3;4;3;1;1;1;4;5.0;2;7.0;0;1;2;3;0;;0;0;0;1;0;0;1;0;0;0;0;122716.26558365674;183053.9567262167;180797.63571079634;0;0;0;0;143740.54954585907;172332.018195037;180974.82222142463;147880.7292844186;150448.38555417216;1;0;224504.82800120648;180990.1142688459;1;132966.33779229384;173574.0454318211;176975.83993539307
1535;50;5;7;0.0;780.0;0.0;247.0;1027.0;606;0;1633;0.0;0.0;1;0;3;1.0;0;100;126;0;0;0;0;62;1;3;2;3;4;3;3;1;4;1;5;5.0;4;7.0;4;1;3;3;2;;0;0;0;1;0;0;1;0;0;0;1;125314.36025518892;132713.02602202163;179830.10015805307;0;0;0;0;143244.03719095796;170964.63658166397;177826.2369529183;212444.871057161;216081.90218089696;1;0;132007.81476349442;183826.68050350496;1;133011.7703489248;174325.5434168943;176050.57433372687
1536;50;5;6;0.0;176.0;0.0;832.0;1008.0;185;0;1245;0.0;0.0;1;0;3;1.0;0;0;334;0;0;0;0;90;48;3;2;3;3;3;3;1;3;1;3;5.0;3;7.0;0;1;3;3;2;;0;0;0;1;0;0;1;0;0;0;1;128203.82755466977;136062.8981619761;183268.23703263723;0;0;0;0;143654.05717652524;173594.5157232733;181073.28640808366;148358.87030143343;148258.5408304225;1;0;131140.37682579877;182152.88926678503;1;133693.49796157144;174340.23777950354;174296.07505684128
1537;30;2;2;0.0;0.0;0.0;678.0;678.0;0;0;832;0.0;0.0;1;0;2;2.0;0;0;0;0;0;0;0;87;40;3;2;3;2;2;2;1;1;1;3;5.0;3;7.0;4;1;2;2;0;;0;0;0;1;0;0;1;0;0;0;1;122113.72615201102;186099.99112160498;182729.60730324662;0;0;0;0;177583.9361109314;169772.4399880207;180865.74899471388;106908.98118203002;116975.85847486535;1;0;128887.82207105368;182105.56532340916;0;131867.87606575218;173922.76643169543;146252.12693982554
1538;70;8;9;0.0;0.0;0.0;930.0;930.0;636;0;1566;0.0;0.0;2;0;3;1.0;54;228;246;0;0;0;0;110;7;3;2;4;4;3;3;1;1;1;3;5.0;4;7.0;0;1;3;3;2;;0;0;0;1;0;0;1;0;0;0;0;127683.16899454386;183185.32447787258;182986.215113636;0;0;0;0;209223.8645859313;170498.7017417598;180651.89187842887;149543.68224760264;147364.85582806097;1;0;131169.87904069645;165724.26653530472;0;133826.35151748473;173944.27054598508;146424.21085869378
1539;70;8;9;0.0;0.0;0.0;346.0;346.0;1111;0;2268;0.0;0.0;3;0;3;2.0;0;108;0;0;0;0;0;120;8;3;2;4;4;2;2;1;1;1;5;5.0;4;7.0;0;1;3;3;0;;0;0;0;1;0;0;1;0;0;0;1;129207.28112802793;182922.30172614878;181130.51600877853;0;0;0;0;208204.93580493462;168996.65665993662;180427.6226836451;150126.33275683993;149275.1310021408;1;0;186920.50857821142;180354.91057515045;1;135459.839795922;172027.16071396176;175329.09379089868
1540;190;5;3;0.0;0.0;0.0;840.0;840.0;1128;0;2256;0.0;0.0;2;0;4;0.0;0;18;18;0;0;0;0;100;60;3;2;3;2;3;3;2;1;1;2;3.0;2;7.0;0;0;0;0;0;;0;0;0;1;0;0;1;0;0;0;1;128794.9519419926;184429.30588337194;181763.59746839904;1;0;0;0;210607.90127790513;171120.34847122556;181463.21310284358;146705.15592028952;146714.87593765033;1;0;134015.32759061703;79714.98002469995;0;193733.5588496226;175880.04379172457;146162.09684541065
1541;70;6;7;0.0;283.0;0.0;455.0;738.0;602;0;1470;0.0;0.0;1;1;2;2.0;0;0;0;0;0;0;0;88;16;3;2;3;3;2;3;1;3;1;5;5.0;3;6.0;0;1;3;3;2;;0;0;0;1;0;0;1;0;0;0;1;130223.83052541065;183555.5746945009;180634.6409756136;0;0;0;0;209263.14598475094;171236.57055212065;179250.29403036248;148181.85561691702;147583.08951066944;1;0;148770.61722286328;181729.4859430109;1;134188.45984689207;173062.3840412894;173361.55604835995
1542;50;5;6;0.0;788.0;0.0;200.0;988.0;582;0;1612;0.0;0.0;1;1;3;1.0;0;0;0;0;0;0;0;60;13;3;2;3;4;3;3;1;3;1;5;5.0;3;7.0;0;1;3;3;2;;0;0;0;1;0;0;1;0;0;0;0;125130.4541962861;142794.38242959967;120043.26038724506;0;0;0;0;143537.24886939174;172436.22276486215;180354.5221470901;149277.78820420642;149687.321619418;1;0;149386.63185555956;183714.3974820111;1;134933.89345345972;174470.36052806722;173861.011304845
1543;75;7;7;0.0;474.0;0.0;634.0;1108.0;908;0;2068;0.0;0.0;1;1;3;1.0;0;0;60;0;0;0;0;88;5;2;2;3;3;4;3;1;4;1;3;4.0;4;7.0;4;1;3;3;2;;0;0;1;0;0;0;0;0;0;0;0;122517.80017998366;183971.05649670336;181512.33247063766;0;0;0;0;162270.53159378679;171061.07257261255;179823.12638970336;148445.25956677113;147299.63563557292;1;0;130474.14547651612;180658.4760020621;0;133601.1383893471;173531.90166001656;175740.5122864975
1544;30;4;7;0.0;188.0;0.0;577.0;765.0;0;0;765;1.0;0.0;1;0;2;1.0;135;0;41;0;0;0;0;85;60;3;2;3;3;3;3;1;3;1;3;3.0;4;7.0;0;1;2;3;1;;0;0;0;1;0;0;1;0;0;0;1;124996.26518774295;142495.25239106268;180141.43036330986;0;0;0;0;175902.6379296934;170500.8713021785;179929.74913133084;149098.74151826286;151085.98585294752;1;0;135538.15466765937;179800.7936491521;0;135409.30007366778;170865.5678968633;172464.91559120567
1545;50;6;7;0.0;452.0;12.0;144.0;608.0;524;0;1132;1.0;0.0;1;0;2;1.0;0;0;128;0;0;0;0;71;60;3;2;3;3;3;4;1;4;2;3;5.0;3;7.0;0;1;3;3;2;;0;0;0;1;0;0;1;0;0;0;1;122450.62424242159;183426.2169199057;180822.45571404987;0;0;0;0;146011.26155505475;170849.0520173208;180664.17577587778;147941.5337482051;150215.31266972853;1;0;131216.58171501156;181568.52483615608;1;133087.91041893009;175206.75468692448;146924.05347320103
1546;50;6;6;0.0;264.0;0.0;308.0;572.0;348;0;1196;0.0;1.0;1;1;3;2.0;0;0;0;0;0;0;0;70;60;3;2;3;4;3;3;1;2;1;5;4.0;3;7.0;4;1;3;3;2;;0;0;0;1;0;0;1;0;0;0;1;127121.59855058613;184841.34831981076;181119.9106548715;0;0;0;0;144661.9901160856;173281.75553442474;177915.16141037497;150572.79722506308;152506.53124795336;1;0;149603.09989861547;181254.15960922145;1;133984.83477646677;174052.8461514364;177246.40089339914
1547;50;5;6;300.0;360.0;159.0;316.0;835.0;498;0;1453;0.0;0.0;1;1;3;1.0;0;0;35;0;148;0;0;68;60;3;2;3;3;3;3;1;3;2;3;4.0;4;5.0;2;1;3;3;2;;0;0;0;1;0;0;1;0;0;0;0;124053.50306728216;142645.06313583025;180880.1972314167;0;0;0;0;142392.7118296581;170927.33407365045;181466.00938705206;147465.17905749194;148184.11968605802;0;1;149190.44714708623;181006.49588661705;1;133944.42045741223;172670.78099439433;176391.76751027635
1548;50;6;7;0.0;300.0;0.0;480.0;780.0;636;0;1416;0.0;0.0;1;1;3;1.0;221;0;48;0;0;0;0;62;60;3;2;3;3;3;3;1;3;1;3;5.0;3;7.0;0;1;3;3;1;;0;0;0;1;0;0;1;0;0;0;1;122988.74479093804;183633.5445319772;180038.2638376858;0;0;0;0;141129.2578052876;174288.5349194547;181010.70692130618;152204.31654646152;151058.79229640827;1;0;150973.93866048995;183976.4993624988;1;135316.66324392435;174479.65216122125;176172.51054239497
1549;50;5;7;0.0;276.0;0.0;252.0;528.0;492;0;1040;0.0;0.0;1;0;2;2.0;306;0;32;0;0;0;0;74;30;3;2;3;3;3;2;1;3;1;4;5.0;3;7.0;0;3;3;3;1;;0;0;0;1;0;0;1;0;0;0;1;122617.61856393568;183226.01912330632;180096.8176742795;0;0;0;0;142640.6800255608;172640.70553046133;178177.8660514136;214904.34604480423;217036.11031298072;1;0;148815.5714379051;183126.7188907771;1;133820.25704380142;173381.95223692025;174029.05003723546
1550;50;5;5;0.0;448.0;0.0;480.0;928.0;608;0;1536;0.0;0.0;2;0;4;2.0;0;10;0;0;0;0;0;80;60;3;2;3;3;3;3;1;2;1;3;3.0;3;7.0;4;1;3;3;2;;0;0;0;1;0;0;1;0;0;0;1;125539.23662866965;183842.6699440671;180033.44966069335;0;0;0;0;143393.67971292278;172255.56982726793;179548.593967324;150633.07715635753;151170.43351584382;1;0;133931.60201679397;181242.07137236398;1;135331.74367118033;174816.72488495943;174925.12378105914
1551;30;6;5;0.0;960.0;0.0;164.0;1124.0;0;0;1068;1.0;0.0;1;0;2;1.0;0;0;128;0;0;0;0;87;60;3;2;3;3;2;2;1;5;1;3;5.0;3;7.0;4;1;3;3;2;;0;0;0;1;0;0;1;0;0;0;1;122907.71624600353;128416.39930798754;181010.87769473754;0;0;0;0;177208.14414020148;171136.056230508;178734.9647965313;148590.54586806407;144572.7212389852;1;0;127963.57308558872;181110.7673351137;1;133043.66889117082;172983.99039024528;176411.81141662344
1552;50;4;5;0.0;0.0;0.0;888.0;888.0;1074;0;1962;0.0;0.0;1;1;4;2.0;160;0;364;0;0;0;0;95;60;3;2;3;2;3;3;1;1;1;5;5.0;3;7.0;3;1;3;3;2;;0;0;0;1;0;0;1;0;0;0;1;127971.76060017258;184646.3945511921;181102.1724859615;0;0;0;0;147125.4569998039;172238.06772609914;180759.93297545344;147721.40541127606;149046.84112846188;1;0;148823.2193071854;182883.64667852654;1;134160.10888072936;175391.35333635873;174683.84841001657
1553;70;6;8;0.0;0.0;0.0;780.0;780.0;780;0;1560;0.0;0.0;1;1;3;0.0;344;0;0;0;168;0;0;98;1;3;2;4;4;3;3;1;1;1;5;5.0;4;7.0;0;0;0;0;0;;0;0;0;1;0;0;1;0;0;0;1;129147.32048085818;182322.51026181786;181132.98390041426;0;0;0;0;207796.45595810327;172002.89388016853;179926.63832512728;146366.33240075942;149026.07578636523;1;0;225316.59252613684;179900.81257579158;1;194709.9167412345;174281.79466054615;174146.2832788243
1554;70;6;8;0.0;0.0;0.0;662.0;662.0;662;0;1324;0.0;1.0;1;0;3;1.0;0;0;112;0;0;0;0;90;17;3;2;3;4;3;3;1;1;1;5;5.0;3;7.0;0;1;3;3;2;;0;0;0;1;0;0;1;0;0;0;1;130462.83679498965;184479.02867293017;180530.694982534;0;0;0;0;211408.3920476747;169362.27401294804;179685.06964372625;209685.11102899336;210851.17396597724;1;0;133911.19324027825;179811.2552767736;1;136339.5034270034;172364.78918648663;174341.71307521738
1555;20;5;5;90.0;766.0;0.0;656.0;1422.0;0;0;1675;0.0;0.0;2;0;3;1.0;0;132;0;0;0;0;0;51;51;2;2;3;3;4;3;1;3;1;4;5.0;3;7.0;4;1;3;3;2;;0;0;1;0;0;0;1;0;0;0;1;215720.8670250281;143843.95962018546;181309.67881423054;0;0;0;0;176850.35052505566;171959.6217395831;181172.05530824786;165409.87760755725;170900.1141970474;1;0;151157.40875905997;184067.21363508157;1;197057.074241238;174459.63658080762;174060.39749044267
1556;50;5;3;0.0;0.0;0.0;689.0;689.0;499;0;1224;0.0;0.0;1;1;3;1.0;0;0;248;0;0;0;0;93;60;2;2;3;3;4;2;1;1;1;4;5.0;0;4.0;0;1;2;2;0;;0;0;1;0;0;0;1;0;0;0;1;211814.9950523367;185620.70224068532;182442.62069283027;0;0;0;0;141048.36261362283;172181.18955065898;177901.91344357186;151052.6571376248;151912.61860813096;1;0;133073.91776544368;181682.8872585036;0;133749.72960246538;145023.97725310305;173941.8108339707
1557;190;5;4;0.0;1026.0;0.0;186.0;1212.0;180;0;1392;1.0;0.0;1;0;3;0.0;0;0;168;0;0;0;0;95;60;3;2;2;2;3;3;1;3;1;3;5.0;3;7.0;0;0;0;0;0;;0;0;1;0;0;0;1;0;0;0;1;143315.9352975111;185715.45830901107;182767.1830448228;1;0;0;0;145410.20748055665;171710.8888254579;180879.96850470323;149380.455961669;158061.2874235998;1;0;132727.7044634262;183966.27957735257;0;196236.48579067885;145522.4916741659;175762.30164672577
1558;50;6;5;0.0;368.0;0.0;232.0;600.0;319;0;919;0.0;0.0;1;0;3;1.0;0;0;45;0;0;0;0;70;60;2;1;3;3;2;3;1;2;1;5;5.0;3;7.0;0;1;3;3;2;;0;0;1;0;0;0;0;0;0;0;1;142531.03641743894;182047.54419890637;181017.3442399351;0;0;0;0;142563.8510553841;170640.2168260345;178864.72788692405;211674.76222439753;212386.21186351485;1;0;148012.14027556425;182082.93144954302;0;135390.3242772094;172600.8174038276;174291.28170087154
1559;70;4;1;0.0;73.0;0.0;634.0;707.0;942;0;1884;0.0;0.0;1;1;4;0.0;0;0;239;0;0;0;0;103;60;2;2;3;3;3;3;1;3;1;3;5.0;3;7.0;0;0;0;0;0;;0;0;0;0;0;0;1;0;0;0;1;145986.46463438642;186206.79140914153;180377.59725546616;0;0;0;0;212143.79691020507;148030.5751651123;181347.56712583106;148936.10097706487;159913.1656340978;1;0;148704.1022288201;165118.5868982223;0;194130.1872397085;173051.65778642806;145353.79040841328
1560;190;5;7;0.0;736.0;0.0;120.0;856.0;744;0;1680;1.0;0.0;2;0;2;2.0;56;144;0;0;0;0;0;100;60;3;2;3;4;3;3;2;2;1;4;5.0;3;7.0;4;1;3;2;1;;0;1;0;0;0;0;1;0;0;0;0;148694.04162268495;136771.0255046162;179989.2377748491;1;0;0;0;142212.23521374314;174443.4448843058;179877.28922936492;151289.29649737966;151119.12056808226;1;0;133589.72698283533;183154.06999519301;1;136250.13163992134;142364.287693948;176759.36124270235
1561;90;4;3;72.0;704.0;0.0;1128.0;1832.0;0;0;1832;2.0;0.0;2;0;4;0.0;0;58;0;0;0;0;0;43;43;3;2;2;2;3;3;1;5;1;3;5.0;3;7.0;0;0;0;0;2;;0;0;1;0;0;0;1;0;0;0;1;136493.35441994827;183915.35247478547;182762.39215406365;0;1;0;0;176035.14468379717;172563.98758548242;186123.29133432356;175671.8978655473;170745.10524134795;1;0;151249.30662357347;181146.51858131553;0;194849.80477975897;173960.62148754008;175389.5136758722
1562;20;5;7;47.0;240.0;474.0;150.0;864.0;0;0;892;1.0;0.0;1;0;3;1.0;0;0;0;0;0;0;0;44;2;3;2;3;3;3;3;2;4;3;5;5.0;4;7.0;0;1;3;3;2;;0;0;1;0;0;0;1;0;0;0;1;137447.9999264091;184829.94287434276;183231.03408722236;0;0;0;0;176409.9813595177;215274.29391748694;181186.67547469816;164370.11704809393;170858.56953472717;1;0;151390.88158399725;183313.97544411788;1;136614.56820564094;172883.94556862745;176489.91234873465
1563;20;5;5;0.0;775.0;0.0;89.0;864.0;0;0;864;1.0;0.0;1;0;2;1.0;226;0;0;0;0;0;0;42;42;3;2;3;3;3;3;1;6;1;5;5.0;3;7.0;0;1;3;3;2;;0;0;1;0;0;0;1;0;0;0;1;137185.57757662563;185054.53708638108;183009.3353658592;0;0;0;0;175609.68554655468;222410.9615531695;180176.86840210247;163618.94344999248;169003.2815760671;1;0;151142.72447148332;182669.17926242945;1;134319.96820800757;174229.62394028128;176547.81719713064
1564;90;5;5;0.0;1319.0;0.0;0.0;1319.0;0;0;1373;1.0;0.0;1;0;3;2.0;0;0;0;0;0;0;0;32;32;2;2;3;3;4;3;3;6;1;3;5.0;3;7.0;3;3;3;3;2;;0;0;1;0;0;0;1;0;0;0;1;136889.64492690456;185281.43953474428;182491.2593598952;0;1;0;0;140639.49337854385;172859.72539478427;180833.60840857448;173847.9293579366;166620.31375679866;1;0;150307.84363872878;181176.7632970253;1;196448.26029580118;174240.03659306126;176635.06748042483
1565;60;5;5;0.0;267.0;453.0;0.0;720.0;720;0;1440;0.0;0.0;1;1;4;2.0;192;38;0;0;0;0;0;42;42;3;2;3;4;3;4;1;3;5;5;5.0;3;7.0;3;1;3;3;2;;0;0;1;0;0;0;1;0;0;0;1;137150.06875161306;186739.12760510852;181299.70307928958;0;0;0;0;209434.674629573;171524.7141912632;181895.81108487814;163393.63964155328;169042.56199656756;1;0;150279.21477480413;181113.03678338055;1;196090.26536325976;173441.2590326374;174431.9201124175
1566;20;7;7;0.0;1092.0;0.0;328.0;1420.0;0;0;1483;1.0;0.0;1;1;1;2.0;496;0;0;0;0;0;0;33;9;2;1;4;4;4;3;4;5;1;4;5.0;3;7.0;3;2;3;3;2;;0;0;1;0;0;1;0;0;0;0;1;212495.82634791202;183411.93683228575;180722.6673846693;0;0;0;0;176684.50761301134;218269.98988061634;178945.42063133366;150548.76304938766;151470.64790797027;1;0;149558.2193148473;180688.50570450485;1;192695.0642630559;173932.50789952805;176075.3690046361
1567;30;4;4;0.0;0.0;0.0;660.0;660.0;0;0;756;0.0;0.0;1;0;2;2.0;80;0;0;0;0;0;0;83;60;3;2;3;3;2;3;1;1;1;3;5.0;3;7.0;0;1;3;3;0;;0;0;1;0;0;0;1;0;0;0;0;136801.2662785058;143822.03683339857;182844.6096260071;0;0;0;0;177447.16492144452;171663.73511688065;180474.03606920078;150456.011456367;149051.77528111724;1;0;133562.30923673417;181341.82875846542;0;134860.1333503725;175298.78215303412;175429.77985391184
1568;60;6;5;288.0;964.0;0.0;153.0;1117.0;864;0;1981;1.0;0.0;2;1;4;2.0;336;104;0;0;0;0;0;32;18;2;1;3;3;4;3;3;5;1;5;5.0;4;7.0;3;3;3;3;2;;0;0;1;0;0;1;0;1;0;0;0;212715.54741665727;186322.26822724816;182934.22991306742;0;0;0;0;210711.0325952993;172690.6532260779;179129.96515776005;213958.9535824456;213464.15828712855;1;0;224686.80334690397;181297.074602403;1;194880.14620334932;174753.91866730558;176472.38810232727
1569;50;3;4;0.0;288.0;684.0;0.0;972.0;558;0;1610;0.0;1.0;2;0;4;1.0;0;0;60;0;0;0;450;72;20;3;2;3;3;3;3;2;4;2;3;4.0;2;7.0;4;2;3;3;2;;0;0;1;0;0;0;1;0;0;0;1;129961.49435952258;183972.48572358314;180061.35655546916;0;0;0;0;142878.3946761707;169812.16624240126;178114.08821698185;146567.86220562473;146526.4853123965;1;0;149325.56967111825;182406.8507824765;1;193900.66461401567;174098.51587886736;175542.2302512417
1570;20;6;7;0.0;104.0;387.0;172.0;663.0;0;0;1074;1.0;0.0;1;0;3;1.0;0;52;52;0;0;0;0;60;23;3;2;3;3;3;3;1;6;3;5;5.0;4;7.0;3;1;3;3;2;;0;0;1;0;0;0;1;0;0;0;1;126629.22809431775;186207.61414709463;181418.73555687637;0;0;0;0;175581.46583771333;170694.75590530148;179706.83078460576;149510.6740382663;166351.45817201698;1;0;150710.15531210083;182239.1093669641;1;195068.02972279067;173055.453235275;176858.28117942924
1571;50;4;6;0.0;192.0;0.0;564.0;756.0;0;362;1531;0.0;0.0;1;0;3;1.0;0;0;0;0;0;0;0;63;31;3;2;3;3;3;2;1;2;1;5;5.0;3;7.0;3;1;2;3;2;;0;0;1;0;0;0;0;0;0;0;1;127885.43674446933;183273.29568932756;181096.79356103024;0;0;0;0;143296.5730389789;172689.06544043773;178875.7067293855;158099.56737713577;154609.79367037065;1;0;149470.21073470183;180199.01091605806;1;133966.66280293092;173296.17884154222;174453.66106182043
